"Name","Category","Phone","City","State","License Number","Why Kept"
"3 Points Wholesale LLC","Wholesale Dealer License","(512) 663-1842","TEMPLE","TX","P169479W","State-licensed wholesale dealer - Sep 13 push"
"3 Rams LLC","Wholesale Motor Vehicle Dealer","6026326032","Avondale","AZ","L10003343","State-licensed wholesale dealer - Sep 13 push"
"3 Star Auto Sales","Motor Vehicle Dealer (general)","(402) 352-7912","Schuyler","NE","DL05560","State-licensed dealer - Sep 13 push"
"300 Down Auto Sales","Motor Vehicle Dealer (general)","(270) 651-1313","Glasgow","KY","322626005","State-licensed dealer - Sep 13 push"
"302 Autos, LLC.","Wholesale Motor Vehicle Dealer","","Durango","CO","47265","State-licensed wholesale dealer - Sep 13 push"
"303 Motors LLC","Wholesale Motor Vehicle Dealer","","Denver","CO","46770","State-licensed wholesale dealer - Sep 13 push"
"308 Auto Sales","Motor Vehicle Dealer (general)","(308) 675-3016","Grand Island","NE","DL06971","State-licensed dealer - Sep 13 push"
"310 MOTOR GROUP LLC","Wholesale Motor Vehicle Dealer","(786)292-2328","SUNNY ISLES BEACH","FL","1141669-1","State-licensed wholesale dealer - Sep 13 push"
"313 Automotive llc","Wholesale Motor Vehicle Dealer","5092799516","chandler","AZ","L10003330","State-licensed wholesale dealer - Sep 13 push"
"319 Auto Sales","Motor Vehicle Dealer (general)","(606) 353-4423","Hardy","KY","184526098","State-licensed dealer - Sep 13 push"
"365 AUTO EXPRESS LLC","Wholesale Motor Vehicle Dealer","(407)587-6856","ORLANDO","FL","1147206-1","State-licensed wholesale dealer - Sep 13 push"
"392 MOTOR SPORTS LLC","Wholesale Motor Vehicle Dealer","602-420-3944","GLENDALE","AZ","L10002010","State-licensed wholesale dealer - Sep 13 push"
"402 Motors LLC","Motor Vehicle Dealer (general)","(402) 217-0562","Denton","NE","DL07442","State-licensed dealer - Sep 13 push"
"44 Auto Mall Sales, Inc.","Motor Vehicle Dealer (general)","","Smithfield","RI","356","State-licensed dealer - Sep 13 push"
"48O LENDING LLC","Wholesale Motor Vehicle Dealer","623-383-1483","MESA","AZ","L10003107","State-licensed wholesale dealer - Sep 13 push"
"4th Street Auto Sales","Motor Vehicle Dealer (general)","(308) 381-4164","Grand Island","NE","DL05016","State-licensed dealer - Sep 13 push"
"4-T'S WHOLESALE LLC.","Motor Vehicle Dealer (wholesale name match)","","HENDERSON","TN","21998","State-licensed dealer - Sep 13 push"
"5 Rivers Inventory Solutions Inc","Wholesale Motor Vehicle Dealer","","Fort Collins","CO","46629","State-licensed wholesale dealer - Sep 13 push"
"5 Star Automotive LLC","Motor Vehicle Dealer (general)","(402) 367-5105","David City","NE","DL07447","State-licensed dealer - Sep 13 push"
"500 LLC","Wholesale Motor Vehicle Dealer","(305)305-3518","MIRAMAR","FL","1149378-1","State-licensed wholesale dealer - Sep 13 push"
"565-Auto","Wholesale Motor Vehicle Dealer","","Beulah","CO","37122","State-licensed wholesale dealer - Sep 13 push"
"582 Auto Sales, LLC","Motor Vehicle Dealer (general)","","Johnston","RI","582","State-licensed dealer - Sep 13 push"
"7 STARS AUTO WHOLESALE LLC","Wholesale Motor Vehicle Dealer","602-600-8863","PEORIA","AZ","L10003333","State-licensed wholesale dealer - Sep 13 push"
"A & D Auto Sales & Service Center, Inc.","Motor Vehicle Dealer (general)","","Smithfield","RI","521","State-licensed dealer - Sep 13 push"
"A & K AUTO REMARKETING","Wholesale Motor Vehicle Dealer","(405) 359-2211","EDMOND","OK","10666","State-licensed wholesale dealer - Sep 13 push"
"A & L WHOLESALE LLC","Wholesale Motor Vehicle Dealer","602-909-2460","GILBERT","AZ","L10001118","State-licensed wholesale dealer - Sep 13 push"
"A & M AUTO SALES","Wholesale Motor Vehicle Dealer","(405) 863-4820","OKLAHOMA CITY","OK","10583","State-licensed wholesale dealer - Sep 13 push"
"A & M International LLC","Wholesale Motor Vehicle Dealer","6023011240","Phoenix","AZ","L00014170","State-licensed wholesale dealer - Sep 13 push"
"A And A Auto","Wholesale Motor Vehicle Dealer","6025407237","Phoenix","AZ","L00005202","State-licensed wholesale dealer - Sep 13 push"
"A AUTO KARS INC","Wholesale Motor Vehicle Dealer","(786)586-6295","TAMARAC","FL","1152742-1","State-licensed wholesale dealer - Sep 13 push"
"A E Motors","Wholesale Motor Vehicle Dealer","6024107482","Phoenix","AZ","L00006555","State-licensed wholesale dealer - Sep 13 push"
"A T Wholesale LLC","Wholesale Motor Vehicle Dealer","6232230792","Peoria","AZ","L00016101","State-licensed wholesale dealer - Sep 13 push"
"A WHOLESALER LLC","Wholesale Motor Vehicle Dealer","(863)448-5040","BARTOW","FL","1146267-1","State-licensed wholesale dealer - Sep 13 push"
"A&E AUTOMOTIVE GROUP","Wholesale Motor Vehicle Dealer","7604423559","YUMA","AZ","L10002625","State-licensed wholesale dealer - Sep 13 push"
"A&G Auto Sales & Recon., Inc.","Motor Vehicle Dealer (general)","","North Providence","RI","666","State-licensed dealer - Sep 13 push"
"A&P Custom Cars","Wholesale Motor Vehicle Dealer","6029184622","Glendale","AZ","L10003203","State-licensed wholesale dealer - Sep 13 push"
"A&R Auto Sales, Inc.","Motor Vehicle Dealer (general)","","Warwick","RI","589","State-licensed dealer - Sep 13 push"
"A&T Auto Sales, LLC","Motor Vehicle Dealer (general)","","West Warwick","RI","112","State-licensed dealer - Sep 13 push"
"A&Z10 LLC","Wholesale Motor Vehicle Dealer","480-886-7169","GLENDALE","AZ","L10002702","State-licensed wholesale dealer - Sep 13 push"
"A.L.AUTO, LLC","Wholesale Motor Vehicle Dealer","6027992014","LAVEEN","AZ","L10001950","State-licensed wholesale dealer - Sep 13 push"
"A.L.E. HOLDING LLC","Wholesale Motor Vehicle Dealer","725-260-1197","TUCSON","AZ","L10003308","State-licensed wholesale dealer - Sep 13 push"
"A-1 WHOLESALE","Motor Vehicle Dealer (wholesale name match)","","CHATTANOOGA","TN","19063","State-licensed dealer - Sep 13 push"
"A2R Auto LLC","Wholesale Motor Vehicle Dealer","6027930727","Mesa","AZ","L00016506","State-licensed wholesale dealer - Sep 13 push"
"AA Auto LLC","Wholesale Dealer License","(361) 300-4942","ALICE","TX","P171343W","State-licensed wholesale dealer - Sep 13 push"
"AAA & M Auto Sales","Wholesale Motor Vehicle Dealer","6025798083","Phoenix","AZ","L00015569","State-licensed wholesale dealer - Sep 13 push"
"AAA Car Buying Service","Motor Vehicle Dealer (general)","","Providence","RI","734","State-licensed dealer - Sep 13 push"
"AACR Truck & Auto Sales LLC","Wholesale Motor Vehicle Dealer","9287505316","Chandler","AZ","L10003557","State-licensed wholesale dealer - Sep 13 push"
"AAllcar Sales LLC","Wholesale Motor Vehicle Dealer","480-330-9690","Scottsdale","AZ","L10003187","State-licensed wholesale dealer - Sep 13 push"
"AB WHOLESALE LLC","Wholesale Motor Vehicle Dealer","6237346933","TOLLESON","AZ","L10002437","State-licensed wholesale dealer - Sep 13 push"
"ABC Auto Sales, LLC","Motor Vehicle Dealer (general)","","Chepachet","RI","460","State-licensed dealer - Sep 13 push"
"ABC Wholesale","Wholesale Motor Vehicle Dealer","","Cortez","CO","37808","State-licensed wholesale dealer - Sep 13 push"
"ABE DEL SOL LLC","Wholesale Motor Vehicle Dealer","520-869-0405","TUCSON","AZ","L10003269","State-licensed wholesale dealer - Sep 13 push"
"ABEWORKS AUTOS LLC","Wholesale Motor Vehicle Dealer","(954)372-6470","MIAMI","FL","1153993-1","State-licensed wholesale dealer - Sep 13 push"
"ABRAM GROUP INC","Wholesale Motor Vehicle Dealer","(754)465-1557","PALM CITY","FL","1153492-1","State-licensed wholesale dealer - Sep 13 push"
"Absolute Auto Sales, LLC","Wholesale Motor Vehicle Dealer","","Windsor","CO","46972","State-licensed wholesale dealer - Sep 13 push"
"AB-TEK LLC","Wholesale Dealer License","(281) 723-9569","PEARLAND","TX","P171959W","State-licensed wholesale dealer - Sep 13 push"
"Academy Cars, LLC","Motor Vehicle Dealer (general)","","Providence","RI","75","State-licensed dealer - Sep 13 push"
"Acclaim Wholesalers Inc","Wholesale Motor Vehicle Dealer","5209716578","Vail","AZ","L00014401","State-licensed wholesale dealer - Sep 13 push"
"Accurate Automotive Sales and Service","Motor Vehicle Dealer (general)","","Pawtucket","RI","598","State-licensed dealer - Sep 13 push"
"Ace Auto Sales LLC","Wholesale Motor Vehicle Dealer","6023359228","Phoenix","AZ","L10003404","State-licensed wholesale dealer - Sep 13 push"
"ACE Auto Trading llc","Wholesale Motor Vehicle Dealer","4803749922","Mesa","AZ","L10003479","State-licensed wholesale dealer - Sep 13 push"
"Ace Motors llc","Wholesale Motor Vehicle Dealer","6027107535","Maricopa","AZ","L10002938","State-licensed wholesale dealer - Sep 13 push"
"ACM AUTO","Wholesale Motor Vehicle Dealer","(405) 206-0002","EDMOND","OK","10724","State-licensed wholesale dealer - Sep 13 push"
"Acme Super Pawn LLC","Wholesale Motor Vehicle Dealer","","Colorado Springs","CO","39805","State-licensed wholesale dealer - Sep 13 push"
"ACTIVE AUTO","Wholesale Motor Vehicle Dealer","","COLORADO SPRINGS","CO","38130","State-licensed wholesale dealer - Sep 13 push"
"Activity Amt","Wholesale Motor Vehicle Dealer","6022990021","Phoenix","AZ","L00016785","State-licensed wholesale dealer - Sep 13 push"
"ACV Auctions, Inc.","Wholesale Motor Vehicle Dealer","7169460799","PEORIA","AZ","L10002411","State-licensed wholesale dealer - Sep 13 push"
"Adam Cars Wholesale LLC","Wholesale Motor Vehicle Dealer","6024725306","Glendale","AZ","L00016282","State-licensed wholesale dealer - Sep 13 push"
"ADAMS AUTO EXCHANGE LLC","Wholesale Motor Vehicle Dealer","(813)482-2991","NEW PORT RICHEY","FL","1153514-1","State-licensed wholesale dealer - Sep 13 push"
"ADCOCK BROTHERS INC","Wholesale Motor Vehicle Dealer","(717)664-3600","PANAMA CITY","FL","1105656-1","State-licensed wholesale dealer - Sep 13 push"
"ADESA COLORADO SPRINGS","Wholesale Motor Vehicle Dealer","","Fountain","CO","40822","State-licensed wholesale dealer - Sep 13 push"
"Adjusted Crown Transportation LLC","Wholesale Motor Vehicle Dealer","602-4358189","Phoenix","AZ","L10003536","State-licensed wholesale dealer - Sep 13 push"
"ADNAN AUTO SALE LLC","Wholesale Motor Vehicle Dealer","520-270-1024","TUCSON","AZ","L10002800","State-licensed wholesale dealer - Sep 13 push"
"ADR MOTORS","Wholesale Motor Vehicle Dealer","","COLORADO SPRINGS","CO","4282","State-licensed wholesale dealer - Sep 13 push"
"Adrenaline Rush motorsports","Motor Vehicle Dealer (general)","","West Warwick","RI","95","State-licensed dealer - Sep 13 push"
"ADVANCE AUTO WORKS","Wholesale Motor Vehicle Dealer","(405) 947-4245","OKLAHOMA CITY","OK","10682","State-licensed wholesale dealer - Sep 13 push"
"Advanced Auto Sales, Inc.","Motor Vehicle Dealer (general)","","Peacedale","RI","302","State-licensed dealer - Sep 13 push"
"Advanced Remarketing Services, Inc.","Motor Vehicle Dealer (general)","","Middletown","RI","152","State-licensed dealer - Sep 13 push"
"Affordable Auto Sales, Inc.","Motor Vehicle Dealer (general)","","Warwick","RI","275","State-licensed dealer - Sep 13 push"
"Affordable Hybrid Auto","Wholesale Motor Vehicle Dealer","602-904-3062","Phoenix","AZ","L10001187","State-licensed wholesale dealer - Sep 13 push"
"AGA Motorsports","Wholesale Motor Vehicle Dealer","","Johnstown","CO","8624","State-licensed wholesale dealer - Sep 13 push"
"Aghapy LLC","Wholesale Motor Vehicle Dealer","4802427687","Chandler","AZ","L00016447","State-licensed wholesale dealer - Sep 13 push"
"Agility Auto Sales","Motor Vehicle Dealer (general)","","Warwick","RI","482","State-licensed dealer - Sep 13 push"
"AGM AUTO GROUP LLC","Wholesale Motor Vehicle Dealer","480-957-9816","MESA","AZ","L10003375","State-licensed wholesale dealer - Sep 13 push"
"AGMA GROUP INC.","Wholesale Motor Vehicle Dealer","(786)961-8963","MIAMI","FL","1126356-1","State-licensed wholesale dealer - Sep 13 push"
"AHMAUTO LLC","Wholesale Motor Vehicle Dealer","602-668-6685","SURPRISE","AZ","L10000640","State-licensed wholesale dealer - Sep 13 push"
"AI CARS LLC","Wholesale Motor Vehicle Dealer","6232826875","Peoria","AZ","L10003372","State-licensed wholesale dealer - Sep 13 push"
"AIM Consultants Inc","Wholesale Motor Vehicle Dealer","4802462237","Chandler","AZ","L10002123","State-licensed wholesale dealer - Sep 13 push"
"AINSWORTH INTERNATIONAL LLC","Wholesale Motor Vehicle Dealer","","Golden","CO","42370","State-licensed wholesale dealer - Sep 13 push"
"Al Montecalvo?s Auto Clinic, Inc. 650 Hartford Pike","Motor Vehicle Dealer (general)","","North Scituate","RI","367","State-licensed dealer - Sep 13 push"
"ALAMO FINANCIAL GROUP","Wholesale Motor Vehicle Dealer","","AURORA","CO","38697","State-licensed wholesale dealer - Sep 13 push"
"Alamos Motors LLC","Wholesale Motor Vehicle Dealer","5206038248","Tucson","AZ","L10003231","State-licensed wholesale dealer - Sep 13 push"
"ALASKA CAR RENTAL","Motor Vehicle Dealer (general)","","Ketchikan","AK","95","State-licensed dealer - Sep 13 push"
"ALASKA MINING & DIVING SUPPLY INC","Motor Vehicle Dealer (general)","","Anchorage","AK","480","State-licensed dealer - Sep 13 push"
"ALASKA RENT-A-CAR INC","Motor Vehicle Dealer (general)","","Anchorage","AK","159","State-licensed dealer - Sep 13 push"
"ALDRISPE LLC","Wholesale Motor Vehicle Dealer","623-225-3735","PHOENIX","AZ","L10000401","State-licensed wholesale dealer - Sep 13 push"
"Alero Auto Brokers","Wholesale Motor Vehicle Dealer","","Colorado Springs","CO","45968","State-licensed wholesale dealer - Sep 13 push"
"Alexandria LLC","Wholesale Motor Vehicle Dealer","602-736-7273","PHOENIX","AZ","L00015128","State-licensed wholesale dealer - Sep 13 push"
"Ali Auto LLC","Wholesale Motor Vehicle Dealer","","Aurora","CO","46611","State-licensed wholesale dealer - Sep 13 push"
"Alia Auto LLC","Wholesale Motor Vehicle Dealer","7145929004","Goodyear","AZ","L10001464","State-licensed wholesale dealer - Sep 13 push"
"ALL ABOUT CARS &amp; TRUCKS LLC","Wholesale Motor Vehicle Dealer","(239)355-3827","NAPLES","FL","1151301-1","State-licensed wholesale dealer - Sep 13 push"
"ALL AMERICAN TRADES LLC","Wholesale Motor Vehicle Dealer","4805164235","Mesa","AZ","L10002684","State-licensed wholesale dealer - Sep 13 push"
"All Cars Sales LLC","Wholesale Motor Vehicle Dealer","6028142397","Phoenix","AZ","L00016115","State-licensed wholesale dealer - Sep 13 push"
"All in one Detailing LLC","Wholesale Motor Vehicle Dealer","6029319267","Phoenix","AZ","L10002481","State-licensed wholesale dealer - Sep 13 push"
"Allegiance Trucks","Motor Vehicle Dealer (general)","","Warwick","RI","533","State-licensed dealer - Sep 13 push"
"Allegiant Auto Sport","Wholesale Motor Vehicle Dealer","6024328424","Phoenix","AZ","L10002497","State-licensed wholesale dealer - Sep 13 push"
"Alliance Auto Auction of Longview","Wholesale Motor Vehicle Auction License","(903) 212-2955","Longview","TX","P115546A","State-licensed wholesale dealer - Sep 13 push"
"Alliance Auto Wholesale LLC","Wholesale Motor Vehicle Dealer","5204063161","Tucson","AZ","L10003339","State-licensed wholesale dealer - Sep 13 push"
"Allied Auto Network LLC","Wholesale Motor Vehicle Dealer","4802172995","Phoenix","AZ","L00014249","State-licensed wholesale dealer - Sep 13 push"
"ALL-MOTIVE TRANSMISSION &amp; REPAIR, INC","Wholesale Motor Vehicle Dealer","(941)629-2000","PORT CHARLOTTE","FL","1152964-1","State-licensed wholesale dealer - Sep 13 push"
"ALLSER LLC","Wholesale Motor Vehicle Dealer","","PALM HARBOR","FL","1153499-1","State-licensed wholesale dealer - Sep 13 push"
"alnajjjar LLC","Wholesale Motor Vehicle Dealer","6239008675","PEORIA","AZ","L10001311","State-licensed wholesale dealer - Sep 13 push"
"ALOBA AUTOMOTIVE LLC","Wholesale Motor Vehicle Dealer","8324919590","Mesa","AZ","L10003225","State-licensed wholesale dealer - Sep 13 push"
"Aloha Motors","Wholesale Motor Vehicle Dealer","6023763623","Scottsdale","AZ","L00005742","State-licensed wholesale dealer - Sep 13 push"
"ALPHA AUTO WHOLESALE GROUP LLC","Wholesale Motor Vehicle Dealer","301-237-7799","GLENDALE","AZ","L10003265","State-licensed wholesale dealer - Sep 13 push"
"Alpha Group LLC","Wholesale Motor Vehicle Dealer","9077175917","Chandler","AZ","L00015801","State-licensed wholesale dealer - Sep 13 push"
"Alpine Auto Sales","Motor Vehicle Dealer (general)","","Providence","RI","179","State-licensed dealer - Sep 13 push"
"Als Auto Sales, LLC.","Wholesale Motor Vehicle Dealer","6024596835","Phoenix","AZ","L00015058","State-licensed wholesale dealer - Sep 13 push"
"AlSharif AutoHaus LLC","Wholesale Motor Vehicle Dealer","8134621589","Chandler","AZ","L10003113","State-licensed wholesale dealer - Sep 13 push"
"ALTEKRITY LLC","Wholesale Motor Vehicle Dealer","6236324398","PEORIA","AZ","L10001914","State-licensed wholesale dealer - Sep 13 push"
"Alternative Autos Inc","Wholesale Motor Vehicle Dealer","","Elbert","CO","192","State-licensed wholesale dealer - Sep 13 push"
"Always Rv Wholesale LLC","Wholesale Motor Vehicle Dealer","4807975156","Mesa","AZ","L00009918","State-licensed wholesale dealer - Sep 13 push"
"Alyssa C Bailey","Wholesale Motor Vehicle Dealer","415-378-6289","Apache Junction","AZ","L10002131","State-licensed wholesale dealer - Sep 13 push"
"AM Funding LLC","Wholesale Motor Vehicle Dealer","6028143045","Phoenix","AZ","L10003102","State-licensed wholesale dealer - Sep 13 push"
"AMANA AUTO SALES","Wholesale Motor Vehicle Dealer","(405) 742-7201","OKLAHOMA CITY","OK","10737","State-licensed wholesale dealer - Sep 13 push"
"Amana Credit Acceptance","Wholesale Motor Vehicle Dealer","7026824500","Dolan Springs","AZ","L10002731","State-licensed wholesale dealer - Sep 13 push"
"Amana Nation Company - Anc LLC","Wholesale Motor Vehicle Dealer","6022841866","Tempe","AZ","L00012793","State-licensed wholesale dealer - Sep 13 push"
"Amco","Wholesale Motor Vehicle Dealer","9282020095","Clarkdale","AZ","L00016437","State-licensed wholesale dealer - Sep 13 push"
"AMERAFLEET LLC","Wholesale Motor Vehicle Dealer","(813)949-0862","PORT RICHEY","FL","1080538-1","State-licensed wholesale dealer - Sep 13 push"
"AMERICAN AUTO GROUP LLC","Wholesale Motor Vehicle Dealer","602-618-4685","PHOENIX","AZ","L10001122","State-licensed wholesale dealer - Sep 13 push"
"American Auto Sale, LLC.","Wholesale Motor Vehicle Dealer","","Aurora","CO","46844","State-licensed wholesale dealer - Sep 13 push"
"American Auto Sales & Auto Body, Inc.","Motor Vehicle Dealer (general)","","Cranston","RI","43","State-licensed dealer - Sep 13 push"
"American Dreamn Autoi Sales","Motor Vehicle Dealer (general)","","Warwick","RI","406","State-licensed dealer - Sep 13 push"
"American Motor Sales, LLC","Wholesale Motor Vehicle Dealer","5084505564","Gilbert","AZ","L00012267","State-licensed wholesale dealer - Sep 13 push"
"American Performance Auto Sales, Inc.","Motor Vehicle Dealer (general)","","Cranston","RI","569","State-licensed dealer - Sep 13 push"
"America's Auto Auction Austin","Wholesale Dealer License","(512) 268-6600","BUDA","TX","P162784W","State-licensed wholesale dealer - Sep 13 push"
"America's Auto Auction Austin, Inc.","Wholesale Motor Vehicle Auction License","(512) 268-6600","Buda","TX","P109787A","State-licensed wholesale dealer - Sep 13 push"
"America's Auto Auction Corpus Christi, Corpus Christi Auto Auction","Wholesale Motor Vehicle Auction License","(972) 445-1044","Robstown","TX","P170671A","State-licensed wholesale dealer - Sep 13 push"
"America's Auto Auction Phoenix, LLC","Wholesale Motor Vehicle Dealer","6202537766","Phoenix","AZ","L10003454","State-licensed wholesale dealer - Sep 13 push"
"AMERICAS TRUCKS, LLC","Wholesale Motor Vehicle Dealer","(405) 413-2445","SPENCER","OK","10720","State-licensed wholesale dealer - Sep 13 push"
"AMERITRANS EQUIPMENT SOLUTIONS,LLC","Wholesale Motor Vehicle Dealer","(918) 357-2657","BROKEN ARROW","OK","10636","State-licensed wholesale dealer - Sep 13 push"
"AMGSQUARE AUTO SALES LLC","Wholesale Motor Vehicle Dealer","9286001211","PHOENIX","AZ","L10002330","State-licensed wholesale dealer - Sep 13 push"
"AMI AUTO SALES","Wholesale Motor Vehicle Dealer","(405) 605-2155","OKLAHOMA CITY","OK","10613","State-licensed wholesale dealer - Sep 13 push"
"AMIR CARS LLC","Wholesale Motor Vehicle Dealer","(863)338-5444","LAKELAND","FL","1154384-1","State-licensed wholesale dealer - Sep 13 push"
"AMJ AUTO WHOLESALE LLC","Wholesale Motor Vehicle Dealer","480-669-0988","Peoria","AZ","L10001060","State-licensed wholesale dealer - Sep 13 push"
"AMMAR AUTO SALE LLC","Wholesale Motor Vehicle Dealer","6023308209","GLENDALE","AZ","L10001518","State-licensed wholesale dealer - Sep 13 push"
"AMSA CAPITAL HOLDINGS LLC","Wholesale Motor Vehicle Dealer","(904)339-3771","JACKSONVILLE","FL","1153870-1","State-licensed wholesale dealer - Sep 13 push"
"Ana Auto Wholesale LLC","Wholesale Motor Vehicle Dealer","6025024040","Phoenix","AZ","L00014269","State-licensed wholesale dealer - Sep 13 push"
"ANATION AUTO GROUP","Wholesale Motor Vehicle Dealer","6025744054","PHOENIX","AZ","L10000326","State-licensed wholesale dealer - Sep 13 push"
"ANAYA'S AUTO SALES LLC","Wholesale Motor Vehicle Dealer","602-386-9218","PHOENIX","AZ","L10001667","State-licensed wholesale dealer - Sep 13 push"
"ANCHOR DISTRIBUTING INC","Wholesale Motor Vehicle Dealer","","Loveland","CO","8156","State-licensed wholesale dealer - Sep 13 push"
"Anchor Nissan","Motor Vehicle Dealer (general)","","North Smithfield","RI","200","State-licensed dealer - Sep 13 push"
"Anchor Subaru, LLC","Motor Vehicle Dealer (general)","","North Smithfield","RI","45","State-licensed dealer - Sep 13 push"
"ANCHORAGE CHRYSLER CENTER, INC","Motor Vehicle Dealer (general)","","Anchorage","AK","22","State-licensed dealer - Sep 13 push"
"ANCHORAGE MOTORS","Motor Vehicle Dealer (general)","","Anchorage","AK","60","State-licensed dealer - Sep 13 push"
"ANDERSON MOTORS","Wholesale Motor Vehicle Dealer","","Colorado Springs","CO","36517","State-licensed wholesale dealer - Sep 13 push"
"Andrea K Finkelstein Automotive","Wholesale Motor Vehicle Dealer","6023903534","Scottsdale","AZ","L00005994","State-licensed wholesale dealer - Sep 13 push"
"Angelo Padula & Son Auto Sales & Used Auto Parts","Motor Vehicle Dealer (general)","","West Warwick","RI","352","State-licensed dealer - Sep 13 push"
"ANGIES CARS LLC","Wholesale Motor Vehicle Dealer","","DENVER","CO","43374","State-licensed wholesale dealer - Sep 13 push"
"ANTHONY TORTOLANO","Wholesale Motor Vehicle Dealer","(401)487-4677","DAYTONA BEACH","FL","1139797-1","State-licensed wholesale dealer - Sep 13 push"
"ANTUNES AUTO SALES","Motor Vehicle Dealer (general)","","West Warwick","RI","498","State-licensed dealer - Sep 13 push"
"Ao Auto Solutions LLC","Wholesale Motor Vehicle Dealer","6028000707","Phoenix","AZ","L10001656","State-licensed wholesale dealer - Sep 13 push"
"AOM Automotive LLC","Wholesale Motor Vehicle Dealer","6232528488","Glendale","AZ","L10003560","State-licensed wholesale dealer - Sep 13 push"
"APARICIO CARGO &amp; TRAVEL SERVICES, INC.","Wholesale Motor Vehicle Dealer","(305)395-7996","DORAL","FL","1152316-1","State-licensed wholesale dealer - Sep 13 push"
"Apex CG Motor Group LLC","Wholesale Motor Vehicle Dealer","6024484097","Phoenix","AZ","L10003608","State-licensed wholesale dealer - Sep 13 push"
"Apex Motors, LLC","Wholesale Dealer License","(817) 233-3590","LEWISVILLE","TX","P168016W","State-licensed wholesale dealer - Sep 13 push"
"Apex Trade & Logistics LLC","Wholesale Motor Vehicle Dealer","6199192928","Peoria","AZ","L10003485","State-licensed wholesale dealer - Sep 13 push"
