Name,Category,Phone,City,State,License Number,Why Kept
"Martinez Productions, LLC.",Wholesale Motor Vehicle Dealer,9282639709,Kingman,AZ,L10001055,State-licensed wholesale dealer - Sep 13 push
JP CHASE FINANCIAL,Wholesale Motor Vehicle Dealer,5204401983,Tempe,AZ,L10001635,State-licensed wholesale dealer - Sep 13 push
LAI Investors LLC,Wholesale Motor Vehicle Dealer,7472634124,Tempe,AZ,L10001149,State-licensed wholesale dealer - Sep 13 push
I & N AUTO SALES LLC,Wholesale Motor Vehicle Dealer,602-710-4193,SURPRISE,AZ,L10001041,State-licensed wholesale dealer - Sep 13 push
Vehicle Oasis LLC,Wholesale Motor Vehicle Dealer,5202132818,Chandler,AZ,L10001197,State-licensed wholesale dealer - Sep 13 push
"MCD & ABN Auto Service, LLC",Wholesale Motor Vehicle Dealer,4802170795,Phoenix,AZ,L10001344,State-licensed wholesale dealer - Sep 13 push
Key 7 Enterprises LLC,Wholesale Motor Vehicle Dealer,623-521-2484,Sun City West,AZ,L10001127,State-licensed wholesale dealer - Sep 13 push
Milo's Auto Sales LLC,Wholesale Motor Vehicle Dealer,310-612-2918,Goodyear,AZ,L10001101,State-licensed wholesale dealer - Sep 13 push
DESERT RIDGE AUTOMOBILES LLC,Wholesale Motor Vehicle Dealer,480-749-5923,LAVEEN,AZ,L10001063,State-licensed wholesale dealer - Sep 13 push
ZAZUETA'S WHOLESALE BUSINESS,Wholesale Motor Vehicle Dealer,5202495631,Tucson,AZ,L10001185,State-licensed wholesale dealer - Sep 13 push
Clarke Sons Auto LLC,Wholesale Motor Vehicle Dealer,3237757907,phoenix,AZ,L10001111,State-licensed wholesale dealer - Sep 13 push
AMJ AUTO WHOLESALE LLC,Wholesale Motor Vehicle Dealer,480-669-0988,Peoria,AZ,L10001060,State-licensed wholesale dealer - Sep 13 push
Affordable Hybrid Auto,Wholesale Motor Vehicle Dealer,602-904-3062,Phoenix,AZ,L10001187,State-licensed wholesale dealer - Sep 13 push
ASAH LLC,Wholesale Motor Vehicle Dealer,6056512271,Phoenix,AZ,L10001126,State-licensed wholesale dealer - Sep 13 push
Trucar Brokers,Wholesale Motor Vehicle Dealer,6025706307,Phoenix,AZ,L10001171,State-licensed wholesale dealer - Sep 13 push
"Fesler USA, LLC",Wholesale Motor Vehicle Dealer,480-748-2000,Phoenix,AZ,L10001156,State-licensed wholesale dealer - Sep 13 push
WILLIAM O AUTO SALES LLC,Wholesale Motor Vehicle Dealer,5203581315,PHOENIX,AZ,L10001972,State-licensed wholesale dealer - Sep 13 push
Bmay Auto LLC,Wholesale Motor Vehicle Dealer,8472761016,Queen Creek,AZ,L10001365,State-licensed wholesale dealer - Sep 13 push
alnajjjar LLC,Wholesale Motor Vehicle Dealer,6239008675,PEORIA,AZ,L10001311,State-licensed wholesale dealer - Sep 13 push
AMERICAN AUTO GROUP LLC,Wholesale Motor Vehicle Dealer,602-618-4685,PHOENIX,AZ,L10001122,State-licensed wholesale dealer - Sep 13 push
Gateway Access Ent.,Wholesale Motor Vehicle Dealer,623-258-4765,Arizona City,AZ,L10001192,State-licensed wholesale dealer - Sep 13 push
Eni-Ade Services LLC,Wholesale Motor Vehicle Dealer,2022946703,Phoenix,AZ,L10001615,State-licensed wholesale dealer - Sep 13 push
GOLD AUTO SALES LLC,Wholesale Motor Vehicle Dealer,205-207-7777,PHOENIX,AZ,L10001381,State-licensed wholesale dealer - Sep 13 push
Enlightened Auto Sales LLC,Wholesale Motor Vehicle Dealer,6232045234,Glendale,AZ,L10001236,State-licensed wholesale dealer - Sep 13 push
A & L WHOLESALE LLC,Wholesale Motor Vehicle Dealer,602-909-2460,GILBERT,AZ,L10001118,State-licensed wholesale dealer - Sep 13 push
GOLDEN AUTO SALES INC,Wholesale Motor Vehicle Dealer,9514965591,LAKE HAVASU CITY,AZ,L10001312,State-licensed wholesale dealer - Sep 13 push
DC CARS LLC,Wholesale Motor Vehicle Dealer,480-925-7808,Phoenix,AZ,L10001292,State-licensed wholesale dealer - Sep 13 push
Auto X-Change LLC,Wholesale Motor Vehicle Dealer,602-402-3410,Flagstaff,AZ,L10001138,State-licensed wholesale dealer - Sep 13 push
Auto Coin Inc,Wholesale Motor Vehicle Dealer,6025290017,Phoenix,AZ,L10001146,State-licensed wholesale dealer - Sep 13 push
Simply green Solutions,Wholesale Motor Vehicle Dealer,810 2419284,tempe,AZ,L10001225,State-licensed wholesale dealer - Sep 13 push
Gassama Auto Express LLC,Wholesale Motor Vehicle Dealer,646-683-8429,Queen Creek,AZ,L10001224,State-licensed wholesale dealer - Sep 13 push
MGV AUTO SALES LLC,Wholesale Motor Vehicle Dealer,6025547031,Avondale,AZ,L10001130,State-licensed wholesale dealer - Sep 13 push
SMART WAY AUTO LLC,Wholesale Motor Vehicle Dealer,6109101010,LAVEEN,AZ,L10001430,State-licensed wholesale dealer - Sep 13 push
Innovativ Trading,Wholesale Motor Vehicle Dealer,4803437324,GOODYEAR,AZ,L10001369,State-licensed wholesale dealer - Sep 13 push
Keepo Auto,Wholesale Motor Vehicle Dealer,9092152534,Bull Head City,AZ,L10001329,State-licensed wholesale dealer - Sep 13 push
SF Leasing and Rental LLC,Wholesale Motor Vehicle Dealer,5204425050,Tucson,AZ,L10001346,State-licensed wholesale dealer - Sep 13 push
NORTHPHOENIXAUTO,Wholesale Motor Vehicle Dealer,623-282-7883,PHOENIX,AZ,L10001193,State-licensed wholesale dealer - Sep 13 push
DD AUTOMOTIVE LLC,Wholesale Motor Vehicle Dealer,480-851-3126,GLENDALE,AZ,L10001205,State-licensed wholesale dealer - Sep 13 push
1ST CHOICE WHOLESALE AUTO LLC,Wholesale Motor Vehicle Dealer,5207297877,TUCSON,AZ,L10001706,State-licensed wholesale dealer - Sep 13 push
Auto Trading LLC,Wholesale Motor Vehicle Dealer,480-667-3467,Mesa,AZ,L10001489,State-licensed wholesale dealer - Sep 13 push
HAZEL LLC,Wholesale Motor Vehicle Dealer,7137324391,YOUNGTOWN,AZ,L10001386,State-licensed wholesale dealer - Sep 13 push
JMJ WHOLESALE AUTOS,Wholesale Motor Vehicle Dealer,4803644674,CHANDLER,AZ,L10001280,State-licensed wholesale dealer - Sep 13 push
Bradley S Johnson Inc,Wholesale Motor Vehicle Dealer,7143156964,Phoenix,AZ,L10001749,State-licensed wholesale dealer - Sep 13 push
VX Racing LLC,Wholesale Motor Vehicle Dealer,520 204 5376,Tucson,AZ,L10001370,State-licensed wholesale dealer - Sep 13 push
Zorin ventures llc.,Wholesale Motor Vehicle Dealer,16023005777,TEMPE,AZ,L10002396,State-licensed wholesale dealer - Sep 13 push
MESA AUTOMOTIVE SPORTS LLC,Wholesale Motor Vehicle Dealer,602-373-2693,MESA,AZ,L10001298,State-licensed wholesale dealer - Sep 13 push
10X AUTO,Wholesale Motor Vehicle Dealer,480-886-4059,GLENDALE,AZ,L10001357,State-licensed wholesale dealer - Sep 13 push
S.G. Wholesale Inc,Wholesale Motor Vehicle Dealer,6026976138,Phoenix,AZ,L10001675,State-licensed wholesale dealer - Sep 13 push
Frye auto Sales,Wholesale Motor Vehicle Dealer,520-245-1016,Tucson,AZ,L10001440,State-licensed wholesale dealer - Sep 13 push
PISTON AUTO RECYCLER LLC,Wholesale Motor Vehicle Dealer,928-9411706,YUMA,AZ,L10001372,State-licensed wholesale dealer - Sep 13 push
Car Now LLC,Wholesale Motor Vehicle Dealer,734-680-9904,Phoenix,AZ,L10001521,State-licensed wholesale dealer - Sep 13 push
MOROYOQUI MOTOR SPORTS LLC,Wholesale Motor Vehicle Dealer,505-489-4242,PHOENIX,AZ,L10001360,State-licensed wholesale dealer - Sep 13 push
CARDOSO AUTO,Wholesale Motor Vehicle Dealer,6027140084,Phoenix,AZ,L10001567,State-licensed wholesale dealer - Sep 13 push
H&G IMPORTAUTO LLC,Wholesale Motor Vehicle Dealer,602-575-6177,PHOENIX,AZ,L10001414,State-licensed wholesale dealer - Sep 13 push
Jose Angel Rodriguez,Wholesale Motor Vehicle Dealer,6027894719,Avondale,AZ,L10001426,State-licensed wholesale dealer - Sep 13 push
AMMAR AUTO SALE LLC,Wholesale Motor Vehicle Dealer,6023308209,GLENDALE,AZ,L10001518,State-licensed wholesale dealer - Sep 13 push
GOLDEN EAGLE AUTO SALES LLC,Wholesale Motor Vehicle Dealer,602-574-0017,PHOENIX,AZ,L10001459,State-licensed wholesale dealer - Sep 13 push
Wholesale Motorsports LLC,Wholesale Motor Vehicle Dealer,6024883890,PHOENIX,AZ,L10001710,State-licensed wholesale dealer - Sep 13 push
Alia Auto LLC,Wholesale Motor Vehicle Dealer,7145929004,Goodyear,AZ,L10001464,State-licensed wholesale dealer - Sep 13 push
"KING J'S AUTO SERVICE BODY PAINT AND TOWING, L.L.C",Wholesale Motor Vehicle Dealer,480-228-8421,MARICOPA,AZ,L10001454,State-licensed wholesale dealer - Sep 13 push
SAM WHOLE SALE LLC,Wholesale Motor Vehicle Dealer,4804289632,85029,AZ,L10001525,State-licensed wholesale dealer - Sep 13 push
CAPITAL ONE FUNDING LLC,Wholesale Motor Vehicle Dealer,602-910-8287,PHOENIX,AZ,L10001467,State-licensed wholesale dealer - Sep 13 push
B & A WHOLESALE LLC,Wholesale Motor Vehicle Dealer,4807991777,PHOENIX,AZ,L10001481,State-licensed wholesale dealer - Sep 13 push
Phoenix Premium Motors LLC,Wholesale Motor Vehicle Dealer,4805799733,tolleson,AZ,L10001526,State-licensed wholesale dealer - Sep 13 push
Auto Club LLC,Wholesale Motor Vehicle Dealer,6025833280,phoenix,AZ,L10001503,State-licensed wholesale dealer - Sep 13 push
SHAH USED AUTO SALES LLC,Wholesale Motor Vehicle Dealer,480-749-1351,SURPRISE,AZ,L10001507,State-licensed wholesale dealer - Sep 13 push
ARIZONA FIRST FINANCIAL LLC,Wholesale Motor Vehicle Dealer,480-490-5139,GLENDALE,AZ,L10001482,State-licensed wholesale dealer - Sep 13 push
Six Towns LLC,Wholesale Motor Vehicle Dealer,6023731891,Glendale,AZ,L10001626,State-licensed wholesale dealer - Sep 13 push
NEW CENTURY AUTO CREDIT LLC,Wholesale Motor Vehicle Dealer,602-319-8313,PHOENIX,AZ,L10001533,State-licensed wholesale dealer - Sep 13 push
DNS AUTO GROUP LLC,Wholesale Motor Vehicle Dealer,9514121484,Phoenix,AZ,L10001538,State-licensed wholesale dealer - Sep 13 push
"TrueCar Wholesale Solutions, Inc.",Wholesale Motor Vehicle Dealer,480-237-1281,Mesa,AZ,L10001602,State-licensed wholesale dealer - Sep 13 push
zak's auto sales llc,Wholesale Motor Vehicle Dealer,3472554047,phoenix,AZ,L10001540,State-licensed wholesale dealer - Sep 13 push
"Malefors Holdings, LLC",Wholesale Motor Vehicle Dealer,6023807332,Glendale,AZ,L10001594,State-licensed wholesale dealer - Sep 13 push
Arizona Investment Firm LLC,Wholesale Motor Vehicle Dealer,6023583928,Glendale,AZ,L10002022,State-licensed wholesale dealer - Sep 13 push
HONEST AUTO SALES LLC,Wholesale Motor Vehicle Dealer,623-888-9610,SURPRISE,AZ,L10001559,State-licensed wholesale dealer - Sep 13 push
Global Asset Clearinghouse LLC,Wholesale Motor Vehicle Dealer,6234445555,Goodyear,AZ,L10001606,State-licensed wholesale dealer - Sep 13 push
DRIVE SOURCE LLC,Wholesale Motor Vehicle Dealer,8015609980,GLENDALE,AZ,L10001571,State-licensed wholesale dealer - Sep 13 push
LAMUKA AUTO BODY REPAIR LLC,Wholesale Motor Vehicle Dealer,4145874194,PHOENIX,AZ,L10001678,State-licensed wholesale dealer - Sep 13 push
"CLASSIC REMARKETING, LLC",Wholesale Motor Vehicle Dealer,6159270514,SCOTTSDALE,AZ,L10001589,State-licensed wholesale dealer - Sep 13 push
Gregory Staples,Wholesale Motor Vehicle Dealer,602-504-5685,Wittmann,AZ,L10001640,State-licensed wholesale dealer - Sep 13 push
ODK LLC,Wholesale Motor Vehicle Dealer,6614954770,Phoenix,AZ,L10001721,State-licensed wholesale dealer - Sep 13 push
ANAYA'S AUTO SALES LLC,Wholesale Motor Vehicle Dealer,602-386-9218,PHOENIX,AZ,L10001667,State-licensed wholesale dealer - Sep 13 push
Ao Auto Solutions LLC,Wholesale Motor Vehicle Dealer,6028000707,Phoenix,AZ,L10001656,State-licensed wholesale dealer - Sep 13 push
CARNECT AZ LLC,Wholesale Motor Vehicle Dealer,915-216-8180,SURPRISE,AZ,L10001657,State-licensed wholesale dealer - Sep 13 push
Leslany Auto Sales LLC,Wholesale Motor Vehicle Dealer,6026424918,Glendale,AZ,L10001684,State-licensed wholesale dealer - Sep 13 push
Auto For You,Wholesale Motor Vehicle Dealer,6237552737,Glendale,AZ,L10001697,State-licensed wholesale dealer - Sep 13 push
ALTEKRITY LLC,Wholesale Motor Vehicle Dealer,6236324398,PEORIA,AZ,L10001914,State-licensed wholesale dealer - Sep 13 push
JAY & KEV AUTO SALES LLC,Wholesale Motor Vehicle Dealer,602-620-9296,PHOENIX,AZ,L10001687,State-licensed wholesale dealer - Sep 13 push
Modern Ambitions Group LLC,Wholesale Motor Vehicle Dealer,602-802-3842,PHOENIX,AZ,L10001696,State-licensed wholesale dealer - Sep 13 push
Weston Auto Sale LLC,Wholesale Motor Vehicle Dealer,6232296663,Peoria,AZ,L10001742,State-licensed wholesale dealer - Sep 13 push
Najjar Auto Sale LLC,Wholesale Motor Vehicle Dealer,6027155973,Phoenix,AZ,L10001775,State-licensed wholesale dealer - Sep 13 push
Desert Auto Deals,Wholesale Motor Vehicle Dealer,4803322103,Tempe,AZ,L10001835,State-licensed wholesale dealer - Sep 13 push
"In Lane Autos, LLC",Wholesale Motor Vehicle Dealer,6024925030,Chandler,AZ,L10002257,State-licensed wholesale dealer - Sep 13 push
L T D WHOLESALE LLC,Wholesale Motor Vehicle Dealer,602-791-1567,QUEEN CREEK,AZ,L10001731,State-licensed wholesale dealer - Sep 13 push
R & J AUTO WHOLESALE,Wholesale Motor Vehicle Dealer,928-285-4722,YUMA,AZ,L10001754,State-licensed wholesale dealer - Sep 13 push
Valiant Trades LLC,Wholesale Motor Vehicle Dealer,786-614-1140,Scottsdale,AZ,L10001806,State-licensed wholesale dealer - Sep 13 push
Lamassu International General Trading LLC,Wholesale Motor Vehicle Dealer,7738657545,Surprise,AZ,L10001758,State-licensed wholesale dealer - Sep 13 push
Mi Gente Auto Sales LLC,Wholesale Motor Vehicle Dealer,623-229-1265,Phoenix,AZ,L10001870,State-licensed wholesale dealer - Sep 13 push
RMC MOTORSPORTS LLC,Wholesale Motor Vehicle Dealer,602-384-8625,LAVEEN,AZ,L10001772,State-licensed wholesale dealer - Sep 13 push
"A.L.AUTO, LLC",Wholesale Motor Vehicle Dealer,6027992014,LAVEEN,AZ,L10001950,State-licensed wholesale dealer - Sep 13 push
B & D Auto Sales,Wholesale Motor Vehicle Dealer,602-318-1287,Tonopah,AZ,L10001935,State-licensed wholesale dealer - Sep 13 push
Cesame Motor Sports LLC,Wholesale Motor Vehicle Dealer,4806969255,Laveen,AZ,L10002311,State-licensed wholesale dealer - Sep 13 push
Zain Motorsport,Wholesale Motor Vehicle Dealer,6023015783,Phoenix,AZ,L10001920,State-licensed wholesale dealer - Sep 13 push
28 Automotive LLC,Wholesale Motor Vehicle Dealer,4802040706,Surprise,AZ,L10001859,State-licensed wholesale dealer - Sep 13 push
Otis Wholesale LLC,Wholesale Motor Vehicle Dealer,4803749552,Cave Creek,AZ,L10001916,State-licensed wholesale dealer - Sep 13 push
Jason Wright,Wholesale Motor Vehicle Dealer,4805103641,Chandler,AZ,L10001887,State-licensed wholesale dealer - Sep 13 push
C & J WHOLESALE LLC,Wholesale Motor Vehicle Dealer,623-312-9580,PEORIA,AZ,L10001863,State-licensed wholesale dealer - Sep 13 push
THS WHOLESALE MOTOR VEHICLE DEALER,Wholesale Motor Vehicle Dealer,623-500-9552,PHOENIX,AZ,L10001851,State-licensed wholesale dealer - Sep 13 push
D W AUTO WHOLESALE LLC,Wholesale Motor Vehicle Dealer,480-599-9888,FOUNTAIN HILLS,AZ,L10001860,State-licensed wholesale dealer - Sep 13 push
VME AUTO SALES LLC,Wholesale Motor Vehicle Dealer,6023490141,Glendale,AZ,L10001856,State-licensed wholesale dealer - Sep 13 push
"OGYA, LLC",Wholesale Motor Vehicle Dealer,14802325020,Mesa,AZ,L10002021,State-licensed wholesale dealer - Sep 13 push
BELLS AUTO SALE LLC,Wholesale Motor Vehicle Dealer,6234991587,PEORIA,AZ,L10001997,State-licensed wholesale dealer - Sep 13 push
premier auto wholesale LLC,Wholesale Motor Vehicle Dealer,602-413-3270,phoenix,AZ,L10001981,State-licensed wholesale dealer - Sep 13 push
Goebig Auction Services inc,Wholesale Motor Vehicle Dealer,7146551782,Queen Creek,AZ,L10001974,State-licensed wholesale dealer - Sep 13 push
Beepz MotorsportsLLC,Wholesale Motor Vehicle Dealer,6024875207,Litchfield Park,AZ,L10002129,State-licensed wholesale dealer - Sep 13 push
Double Eagle Motors LLC,Wholesale Motor Vehicle Dealer,4806209453,Mesa,AZ,L10001913,State-licensed wholesale dealer - Sep 13 push
Chandler Auto Wholesalers LLC,Wholesale Motor Vehicle Dealer,4807978093,Chandler,AZ,L10001910,State-licensed wholesale dealer - Sep 13 push
Alyssa C Bailey,Wholesale Motor Vehicle Dealer,415-378-6289,Apache Junction,AZ,L10002131,State-licensed wholesale dealer - Sep 13 push
DARYANI MOTORS,Wholesale Motor Vehicle Dealer,6195071060,SCOTTSDALE,AZ,L10002154,State-licensed wholesale dealer - Sep 13 push
"AUTO LEGENDS, LLC",Wholesale Motor Vehicle Dealer,7252190000,Scottsdale,AZ,L10002066,State-licensed wholesale dealer - Sep 13 push
Kinship Motors LLC,Wholesale Motor Vehicle Dealer,6234992835,Surprise,AZ,L10002080,State-licensed wholesale dealer - Sep 13 push
Sharpe Logistics LLC,Wholesale Motor Vehicle Dealer,6025591903,Phoenix,AZ,L10002082,State-licensed wholesale dealer - Sep 13 push
JORDANGOTIT LLC,Wholesale Motor Vehicle Dealer,623-455-1168,LAVEEN,AZ,L10001930,State-licensed wholesale dealer - Sep 13 push
PRO IMPORTS LLC,Wholesale Motor Vehicle Dealer,6022843961,Phoenix,AZ,L10002008,State-licensed wholesale dealer - Sep 13 push
Eloquent Automotive Group LLC,Wholesale Motor Vehicle Dealer,602-828-4805,Phoenix,AZ,L10002062,State-licensed wholesale dealer - Sep 13 push
N & S AUTO SALES LLC,Wholesale Motor Vehicle Dealer,623-418-9654,PEORIA,AZ,L10001971,State-licensed wholesale dealer - Sep 13 push
