Name,Category,Phone,City,State,License Number,Why Kept
"Texas Toys Wholesale, LLC",Wholesale Dealer License,(405) 313-3833,DENTON,TX,P168055W,State-licensed wholesale dealer - Sep 13 push
CarMax Auctions,Wholesale Dealer License,(804) 747-0422,MIDLOTHIAN,TX,P172502W,State-licensed wholesale dealer - Sep 13 push
CarMax Auctions,Wholesale Motor Vehicle Auction License,(804) 747-0422,MIDLOTHIAN,TX,P174219A,State-licensed wholesale dealer - Sep 13 push
WRAGTH MOTORSPORTS LLC DBA HAIL,Wholesale Dealer License,(469) 285-6636,WAXAHACHIE,TX,P174492W,State-licensed wholesale dealer - Sep 13 push
M4 AUTO,Wholesale Dealer License,(214) 728-6970,WAXAHACHIE,TX,P152881W,State-licensed wholesale dealer - Sep 13 push
SFS Equipment Sales,Wholesale Dealer License,(817) 932-3407,Waxahachie,TX,P148872W,State-licensed wholesale dealer - Sep 13 push
Borderland Trade & Wholesale,Wholesale Dealer License,(915) 801-5488,EL PASO,TX,P164615W,State-licensed wholesale dealer - Sep 13 push
"RAMSEY AUTO GROUP, LLC",Wholesale Dealer License,(214) 693-0371,WHITEWRIGHT,TX,P173975W,State-licensed wholesale dealer - Sep 13 push
1st GEAR AUTO SALES LLC,Wholesale Dealer License,(346) 399-2202,SUGAR LAND,TX,P165339W,State-licensed wholesale dealer - Sep 13 push
Avenue H Auto,Wholesale Dealer License,(713) 818-6070,Rosenberg,TX,P166815W,State-licensed wholesale dealer - Sep 13 push
Dynamic Automotive,Wholesale Dealer License,(281) 382-2113,ROSENBERG,TX,P167659W,State-licensed wholesale dealer - Sep 13 push
CHALLENGE MOTORS INC,Wholesale Dealer License,(617) 797-3071,Sugar Land,TX,P152193W,State-licensed wholesale dealer - Sep 13 push
Hamann Shaheen,Wholesale Dealer License,(832) 363-3749,RICHMOND,TX,P168800W,State-licensed wholesale dealer - Sep 13 push
"Nova Auto Group, LLC",Wholesale Dealer License,(713) 283-4985,SUGAR LAND,TX,P169072W,State-licensed wholesale dealer - Sep 13 push
"HUNTER TRAILERS, LLC",Wholesale Dealer License,(915) 588-6098,SEMINOLE,TX,P162052W,State-licensed wholesale dealer - Sep 13 push
"EAR CLASSICS, EDGECOMB AUTOMOTIVE RESTORATION",Wholesale Dealer License,(512) 476-7653,Gonzales,TX,P144693W,State-licensed wholesale dealer - Sep 13 push
CW VEHICLES,Wholesale Dealer License,(817) 713-7561,SHERMAN,TX,P168109W,State-licensed wholesale dealer - Sep 13 push
PLANO AUTO GROUP,Wholesale Dealer License,(214) 998-5477,SHERMAN,TX,P146679W,State-licensed wholesale dealer - Sep 13 push
SUPERCARS INC.,Wholesale Dealer License,(469) 989-8300,DENISON,TX,P161880W,State-licensed wholesale dealer - Sep 13 push
CS&L,Wholesale Dealer License,(903) 209-8481,WHITESBORO,TX,P162015W,State-licensed wholesale dealer - Sep 13 push
LucraMax LLC,Wholesale Dealer License,(281) 985-5805,SAN MARCOS,TX,P169679W,State-licensed wholesale dealer - Sep 13 push
Icon Exotics TX Wholesale LLC,Wholesale Dealer License,(832) 998-0310,SEGUIN,TX,P174437W,State-licensed wholesale dealer - Sep 13 push
Fleck Auto,Wholesale Dealer License,(281) 830-0450,SEGUIN,TX,P162570W,State-licensed wholesale dealer - Sep 13 push
GT Investments,Wholesale Dealer License,(210) 367-4197,NEW BRAUNFELS,TX,P163999W,State-licensed wholesale dealer - Sep 13 push
Alliance Auto Auction of Longview,Wholesale Motor Vehicle Auction License,(903) 212-2955,Longview,TX,P115546A,State-licensed wholesale dealer - Sep 13 push
Alliance Auto Auction of Longview,Wholesale Dealer License,(903) 212-2955,Longview,TX,P115547W,State-licensed wholesale dealer - Sep 13 push
Prestige Auto Group,Wholesale Dealer License,(903) 235-8520,Longview,TX,P117820W,State-licensed wholesale dealer - Sep 13 push
INSURANCE AUTO AUCTIONS CORP.,Wholesale Motor Vehicle Auction License,(903) 553-9248,Longview,TX,P128128A,State-licensed wholesale dealer - Sep 13 push
Autostop LLC,Wholesale Dealer License,(512) 905-8580,SAN MARCOS,TX,P167799W,State-licensed wholesale dealer - Sep 13 push
"WEISMAN EQUIPMENT COMPANY, LTD.",Wholesale Dealer License,(512) 353-7757,San Marcos,TX,P879W,State-licensed wholesale dealer - Sep 13 push
"America's Auto Auction Austin, Inc.",Wholesale Motor Vehicle Auction License,(512) 268-6600,Buda,TX,P109787A,State-licensed wholesale dealer - Sep 13 push
Competition Speedworks LLC,Wholesale Dealer License,(512) 957-0977,DRIPPING SPRINGS,TX,P161718W,State-licensed wholesale dealer - Sep 13 push
America's Auto Auction Austin,Wholesale Dealer License,(512) 268-6600,BUDA,TX,P162784W,State-licensed wholesale dealer - Sep 13 push
Every Step Sales & Services,Wholesale Dealer License,(214) 240-7967,Gun Barrel City,TX,P158950W,State-licensed wholesale dealer - Sep 13 push
D&M TRUCK SALES,Wholesale Dealer License,(903) 654-0319,KEMP,TX,P143620W,State-licensed wholesale dealer - Sep 13 push
Grove Automotive Service,Wholesale Dealer License,(214) 535-2203,Frankston,TX,P164061W,State-licensed wholesale dealer - Sep 13 push
LNL SOLUTIONS LLC,Wholesale Dealer License,(202) 931-8049,MCALLEN,TX,P166936W,State-licensed wholesale dealer - Sep 13 push
"Roy's Trucks Leasing, LLC",Wholesale Dealer License,(214) 328-5161,CADDO MILLS,TX,P171683W,State-licensed wholesale dealer - Sep 13 push
AA Auto LLC,Wholesale Dealer License,(361) 300-4942,ALICE,TX,P171343W,State-licensed wholesale dealer - Sep 13 push
First2Finish LLC,Wholesale Dealer License,(817) 729-8693,ALVARADO,TX,P171450W,State-licensed wholesale dealer - Sep 13 push
Copart,Wholesale Motor Vehicle Auction License,(737) 201-0441,Abilene,TX,P153A,State-licensed wholesale dealer - Sep 13 push
INSURANCE AUTO AUCTIONS CORP.,Wholesale Motor Vehicle Auction License,(281) 369-0094,Abilene,TX,P127226A,State-licensed wholesale dealer - Sep 13 push
boerne motorwerks,Wholesale Dealer License,(916) 212-6352,BOERNE,TX,P174130W,State-licensed wholesale dealer - Sep 13 push
Heritage Wholesale,Wholesale Dealer License,(832) 703-9269,KERRVILLE,TX,P174398W,State-licensed wholesale dealer - Sep 13 push
"TOPP GUNN AUCTIONS, INC.",Wholesale Motor Vehicle Auction License,(903) 785-0955,Reno,TX,P115507A,State-licensed wholesale dealer - Sep 13 push
BLOSSOM CARS & TRUCKS,Wholesale Dealer License,(903) 249-7570,Blossom,TX,P135075W,State-licensed wholesale dealer - Sep 13 push
Triple T Wholesale,Wholesale Dealer License,(512) 413-9889,GIDDINGS,TX,P174351W,State-licensed wholesale dealer - Sep 13 push
"WEAVER GP, LLC",Wholesale Dealer License,(254) 744-3924,GROESBECK,TX,P173848W,State-licensed wholesale dealer - Sep 13 push
"CENTEX WHOLESALE AUTOS, LLC",Wholesale Dealer License,(254) 717-8859,WACO,TX,P167921W,State-licensed wholesale dealer - Sep 13 push
GLOVER ENTERPRISES llc,Wholesale Dealer License,(979) 574-4843,NORTH ZULCH,TX,P144487W,State-licensed wholesale dealer - Sep 13 push
J&S Truck Sales,Wholesale Dealer License,(214) 290-4634,MIDLAND,TX,P165081W,State-licensed wholesale dealer - Sep 13 push
1st Drive,Wholesale Dealer License,(432) 923-9661,Midland,TX,P133347W,State-licensed wholesale dealer - Sep 13 push
"Midessa Auto Company, LLC",Wholesale Dealer License,(432) 290-2563,MIDLAND,TX,P149810W,State-licensed wholesale dealer - Sep 13 push
FENNEL AUTO BROKERS LLC,Wholesale Dealer License,(432) 413-0373,MIDLAND,TX,P157303W,State-licensed wholesale dealer - Sep 13 push
"Jim's Auto Center, LLC",Wholesale Dealer License,(432) 894-0273,Colorado City,TX,P115337W,State-licensed wholesale dealer - Sep 13 push
United Auto Brokers LLC,Wholesale Dealer License,(806) 543-6368,COLORADO CITY,TX,P156939W,State-licensed wholesale dealer - Sep 13 push
GOODMAN NORTH AUTO,Wholesale Dealer License,(832) 335-5498,SPRING,TX,P166111W,State-licensed wholesale dealer - Sep 13 push
"REG & ASSOCIATES, INC.",Wholesale Dealer License,(936) 554-2493,NACOGDOCHES,TX,P117690W,State-licensed wholesale dealer - Sep 13 push
Quest Auto Group LLC,Wholesale Dealer License,(817) 459-2022,CORSICANA,TX,P171891W,State-licensed wholesale dealer - Sep 13 push
Tactical Fleet Management,Wholesale Dealer License,(361) 356-7409,CORPUS CHRISTI,TX,P170254W,State-licensed wholesale dealer - Sep 13 push
"America's Auto Auction Corpus Christi, Corpus Christi Auto Auction",Wholesale Motor Vehicle Auction License,(972) 445-1044,Robstown,TX,P170671A,State-licensed wholesale dealer - Sep 13 push
"Vehicle Value Experts, LLC",Wholesale Dealer License,(409) 200-2226,VIDOR,TX,P151886W,State-licensed wholesale dealer - Sep 13 push
NTX AUTO SALES LLC,Wholesale Dealer License,(817) 233-6875,WEATHERFORD,TX,P164202W,State-licensed wholesale dealer - Sep 13 push
Manheim Weatherford,Wholesale Motor Vehicle Auction License,(806) 745-1905,Hudson Oaks,TX,P127592A,State-licensed wholesale dealer - Sep 13 push
"Dealers Auction Xchange of Amarillo, LLC",Wholesale Motor Vehicle Auction License,(806) 374-8982,Amarillo,TX,P164901A,State-licensed wholesale dealer - Sep 13 push
G AND T WHOLESALES,Wholesale Dealer License,(817) 243-9661,AMARILLO,TX,P168638W,State-licensed wholesale dealer - Sep 13 push
Copart,Wholesale Motor Vehicle Auction License,(737) 201-0441,Amarillo,TX,P220A,State-licensed wholesale dealer - Sep 13 push
INSURANCE AUTO AUCTIONS CORP.,Wholesale Motor Vehicle Auction License,(281) 369-0094,Amarillo,TX,P127086A,State-licensed wholesale dealer - Sep 13 push
