Name,Category,Phone,City,State,License Number,Why Kept
ENTERPRISE AUTO SALES LLC,Wholesale Motor Vehicle Dealer,(689)356-0338,ORLANDO,FL,1150974-1,State-licensed wholesale dealer - Sep 13 push
"ER TRAVEL, LLC",Wholesale Motor Vehicle Dealer,(954)210-4055,TAMPA,FL,1147981-1,State-licensed wholesale dealer - Sep 13 push
"EXPRESS AUTO WORKS, LLC",Wholesale Motor Vehicle Dealer,(929)414-9020,JACKSONVILLE,FL,1145317-1,State-licensed wholesale dealer - Sep 13 push
EZROCK CORPORATION,Wholesale Motor Vehicle Dealer,(321)313-0505,ALTAMONTE SPRINGS,FL,1151256-1,State-licensed wholesale dealer - Sep 13 push
"FAIR PRICE VEHICLES, LLC",Wholesale Motor Vehicle Dealer,(786)703-7945,MIAMI,FL,1122087-1,State-licensed wholesale dealer - Sep 13 push
FATE INC.,Wholesale Motor Vehicle Dealer,(941)920-9200,BRADENTON,FL,1151407-1,State-licensed wholesale dealer - Sep 13 push
FLASH AUTO DEAL CORP,Wholesale Motor Vehicle Dealer,(754)208-6232,HOLLYWOOD,FL,1145491-1,State-licensed wholesale dealer - Sep 13 push
FLIPP MY CAR LLC,Wholesale Motor Vehicle Dealer,(514)250-4788,TAMPA,FL,1148583-1,State-licensed wholesale dealer - Sep 13 push
FLL MOTORS INC,Wholesale Motor Vehicle Dealer,(954)546-0019,DAVIE,FL,1151368-1,State-licensed wholesale dealer - Sep 13 push
FLORIDA CAR CORPORATION,Wholesale Motor Vehicle Dealer,(407)286-0010,ORLANDO,FL,1144635-1,State-licensed wholesale dealer - Sep 13 push
FLORIDA ECO-CARS LLC,Wholesale Motor Vehicle Dealer,(727)223-5080,PALM HARBOR,FL,1150220-1,State-licensed wholesale dealer - Sep 13 push
FLORIDA FLEET AUTO EXCHANGE LLC,Wholesale Motor Vehicle Dealer,(727)452-5786,DUNEDIN,FL,1152686-1,State-licensed wholesale dealer - Sep 13 push
FLORIDA GULF AUTO EXCHANGE LLC,Wholesale Motor Vehicle Dealer,(585)201-2718,SAINT PETERSBURG,FL,1154153-1,State-licensed wholesale dealer - Sep 13 push
FLORIDA KEYS FINANCE INC,Wholesale Motor Vehicle Dealer,(727)547-4400,PINELLAS PARK,FL,1153156-1,State-licensed wholesale dealer - Sep 13 push
GALAXY WEST COAST L.L.C.,Wholesale Motor Vehicle Dealer,(727)225-4084,TAMPA,FL,1152614-1,State-licensed wholesale dealer - Sep 13 push
GAYLEN WHOLESALE LLC,Wholesale Motor Vehicle Dealer,(407)877-1199,WINTER GARDEN,FL,1077918-1,State-licensed wholesale dealer - Sep 13 push
GIG AUTO SALES LLC,Wholesale Motor Vehicle Dealer,(321)900-5517,ORLANDO,FL,1153596-1,State-licensed wholesale dealer - Sep 13 push
GLOBAL AXIS TRADES CORP,Wholesale Motor Vehicle Dealer,(703)344-5448,TALLAHASSEE,FL,1151041-1,State-licensed wholesale dealer - Sep 13 push
GLOBAL WHEELS TRADE LLC,Wholesale Motor Vehicle Dealer,(206)356-8241,ALTAMONTE SPRINGS,FL,1149438-1,State-licensed wholesale dealer - Sep 13 push
"GO TITLING, LLC",Wholesale Motor Vehicle Dealer,(267)703-2441,STUART,FL,1147628-1,State-licensed wholesale dealer - Sep 13 push
GOOD DEAL WHOLESALES LLC,Wholesale Motor Vehicle Dealer,(689)223-8892,ORLANDO,FL,1152197-1,State-licensed wholesale dealer - Sep 13 push
GRUPO PEREYRA LLC,Wholesale Motor Vehicle Dealer,(786)973-6275,MIRAMAR,FL,1143808-1,State-licensed wholesale dealer - Sep 13 push
GTB AUTO INC,Wholesale Motor Vehicle Dealer,(850)250-8122,TAMPA,FL,1149297-1,State-licensed wholesale dealer - Sep 13 push
H&amp;A BROTHERS ENTERPRISE LLC,Wholesale Motor Vehicle Dealer,(786)367-9414,ORLANDO,FL,1152805-1,State-licensed wholesale dealer - Sep 13 push
HD CONNECTION LLC,Wholesale Motor Vehicle Dealer,(754)251-6083,HALLANDALE BEACH,FL,1140532-1,State-licensed wholesale dealer - Sep 13 push
HENRYQ TOWING &amp; SERVICE LLC,Wholesale Motor Vehicle Dealer,(407)455-0559,ORLANDO,FL,1143863-1,State-licensed wholesale dealer - Sep 13 push
HERCULES AUTO LLC,Wholesale Motor Vehicle Dealer,(954)527-1990,POMPANO BEACH,FL,1088438-1,State-licensed wholesale dealer - Sep 13 push
HISTORIC AUTOS LLC,Wholesale Motor Vehicle Dealer,(407)951-3959,ORLANDO,FL,1119853-1,State-licensed wholesale dealer - Sep 13 push
HOSSAIN RAJAEE,Wholesale Motor Vehicle Dealer,(321)297-0326,GAINESVILLE,FL,1126940-1,State-licensed wholesale dealer - Sep 13 push
IDEAL DK AUTO LLC,Wholesale Motor Vehicle Dealer,(239)276-3088,NAPLES,FL,1150918-1,State-licensed wholesale dealer - Sep 13 push
IFIND EXCHANGE INC,Wholesale Motor Vehicle Dealer,(239)245-4473,LEHIGH ACRES,FL,1151236-1,State-licensed wholesale dealer - Sep 13 push
"INTERNATIONAL JACLIN, INC. CORP.",Wholesale Motor Vehicle Dealer,(786)799-6127,MIAMI GARDEN,FL,1144279-1,State-licensed wholesale dealer - Sep 13 push
IZSHAH AUTO MOTORS CORPORATION,Wholesale Motor Vehicle Dealer,(321)750-9610,LONGWOOD,FL,1149337-1,State-licensed wholesale dealer - Sep 13 push
J.C. BROMAC CORPORATION,Wholesale Motor Vehicle Dealer,(310)536-6777,DORAL,FL,1148585-1,State-licensed wholesale dealer - Sep 13 push
"J.E.S. INTERNATIONAL GROUP, INC.",Wholesale Motor Vehicle Dealer,(305)694-2655,MIAMI,FL,1132812-1,State-licensed wholesale dealer - Sep 13 push
JA AUTO EXPORT CORP,Wholesale Motor Vehicle Dealer,(786)979-4114,HIALEAH,FL,1150016-1,State-licensed wholesale dealer - Sep 13 push
JASAD INC.,Wholesale Motor Vehicle Dealer,(561)733-9919,POMPANO BEACH,FL,1141489-1,State-licensed wholesale dealer - Sep 13 push
"JAX CITY WHOLESALE, LLC",Wholesale Motor Vehicle Dealer,(904)314-7661,JACKSONVILLE,FL,1153670-1,State-licensed wholesale dealer - Sep 13 push
JD IMPORTS LLC,Wholesale Motor Vehicle Dealer,(786)330-8545,WINTER PARK,FL,1152773-1,State-licensed wholesale dealer - Sep 13 push
JEISY AUTO IMPORT LLC,Wholesale Motor Vehicle Dealer,(321)662-1429,ORLANDO,FL,1154223-1,State-licensed wholesale dealer - Sep 13 push
"JEWER FAMILY HOLDINGS, LLC",Wholesale Motor Vehicle Dealer,(727)325-7044,CLEARWATER,FL,1129228-1,State-licensed wholesale dealer - Sep 13 push
JIMEX USA INC,Wholesale Motor Vehicle Dealer,(407)412-4432,ORLANDO,FL,1097577-1,State-licensed wholesale dealer - Sep 13 push
"JULIAN HALITAJ CONSULTING,  CORP",Wholesale Motor Vehicle Dealer,(239)682-9339,NAPLES,FL,1151178-1,State-licensed wholesale dealer - Sep 13 push
KIKI'S MOTORS CORP,Wholesale Motor Vehicle Dealer,(786)537-3069,PRINCETON,FL,1152431-1,State-licensed wholesale dealer - Sep 13 push
KING AUTO MALL INC.,Wholesale Motor Vehicle Dealer,(786)419-0325,HALLANDALE BEACH,FL,1129737-1,State-licensed wholesale dealer - Sep 13 push
LIRIANTI AUTOS CORP,Wholesale Motor Vehicle Dealer,(305)744-6041,MIRAMAR,FL,1144903-1,State-licensed wholesale dealer - Sep 13 push
LONDEX LLC,Wholesale Motor Vehicle Dealer,(305)219-8517,MEDLEY,FL,1153550-1,State-licensed wholesale dealer - Sep 13 push
LUBA MOTORS INC,Wholesale Motor Vehicle Dealer,(305)597-9044,MIAMI,FL,1006161-1,State-licensed wholesale dealer - Sep 13 push
LUQUE SOLUTIONS CORP,Wholesale Motor Vehicle Dealer,(786)781-8365,MIAMI,FL,1150279-1,State-licensed wholesale dealer - Sep 13 push
"LUXUS CAPITAL, LLC",Wholesale Motor Vehicle Dealer,(813)997-6996,SARASOTA,FL,1137052-1,State-licensed wholesale dealer - Sep 13 push
LY AUTO GROUP LLC,Wholesale Motor Vehicle Dealer,(813)591-8687,TAMPA,FL,1153437-1,State-licensed wholesale dealer - Sep 13 push
M &amp; C WHOLESALES LLC,Wholesale Motor Vehicle Dealer,(239)286-4593,FORT MYERS,FL,1154479-1,State-licensed wholesale dealer - Sep 13 push
M. J. HLINKA VENTURES LLC,Wholesale Motor Vehicle Dealer,(908)300-0820,WEST PALM BEACH,FL,1153399-1,State-licensed wholesale dealer - Sep 13 push
MARANGI CONSULTING LLC,Wholesale Motor Vehicle Dealer,(239)766-0642,BONITA SPRINGS,FL,1151221-1,State-licensed wholesale dealer - Sep 13 push
MAYDIN LLC,Wholesale Motor Vehicle Dealer,(813)599-7111,SAN ANTONIO,FL,1153894-1,State-licensed wholesale dealer - Sep 13 push
MB FLEET AND MOVEMENT SOLUTIONS LLC,Wholesale Motor Vehicle Dealer,(813)652-6070,TAMPA,FL,1154445-1,State-licensed wholesale dealer - Sep 13 push
MFS AUTO FINANCE LLC,Wholesale Motor Vehicle Dealer,(561)612-8383,HOLLYWOOD,FL,1148393-1,State-licensed wholesale dealer - Sep 13 push
MIAMAR CONSULTANT INC,Wholesale Motor Vehicle Dealer,(239)877-3741,NAPLES,FL,1150945-1,State-licensed wholesale dealer - Sep 13 push
MICHAEL EUGENE FLANDERS,Wholesale Motor Vehicle Dealer,(813)917-5513,ALTHA,FL,1121808-1,State-licensed wholesale dealer - Sep 13 push
MIDTOWN AUTO WHOLESALE LLC,Wholesale Motor Vehicle Dealer,(727)327-4891,ST PETERSBURG,FL,1066216-1,State-licensed wholesale dealer - Sep 13 push
MILOS VENTURES LLC,Wholesale Motor Vehicle Dealer,(206)356-8308,NAPLES,FL,1152852-1,State-licensed wholesale dealer - Sep 13 push
MIRIAJ AUTO GROUP LLC,Wholesale Motor Vehicle Dealer,(321)961-0949,KISSIMMEE,FL,1154029-1,State-licensed wholesale dealer - Sep 13 push
MODENA MOTORSPORTS LLC,Wholesale Motor Vehicle Dealer,(813)530-6646,SARASOTA,FL,1153781-1,State-licensed wholesale dealer - Sep 13 push
MOTODEALS CAPITAL LLC,Wholesale Motor Vehicle Dealer,(813)669-8616,SEMINOLE,FL,1152865-1,State-licensed wholesale dealer - Sep 13 push
MR AUTO MOTORS CORPORATION,Wholesale Motor Vehicle Dealer,(321)381-0740,LONGWOOD,FL,1147104-1,State-licensed wholesale dealer - Sep 13 push
MZ PRODUCTS LLC,Wholesale Motor Vehicle Dealer,(786)258-1069,MEDLEY,FL,1151883-1,State-licensed wholesale dealer - Sep 13 push
NATIONAL FLEET EXCHANGE LLC,Wholesale Motor Vehicle Dealer,(850)443-8787,TALLAHASSEE,FL,1152525-1,State-licensed wholesale dealer - Sep 13 push
NETHAN NEW STYLE LLC,Wholesale Motor Vehicle Dealer,(689)241-3796,ORLANDO,FL,1152135-1,State-licensed wholesale dealer - Sep 13 push
NEXTCAR LLC,Wholesale Motor Vehicle Dealer,(407)223-3757,ORLANDO,FL,1143958-1,State-licensed wholesale dealer - Sep 13 push
NEXTGEAR TRADERS LLC,Wholesale Motor Vehicle Dealer,(239)397-1410,FORT MYERS,FL,1151223-1,State-licensed wholesale dealer - Sep 13 push
NVISION ENTERPRISE LLC,Wholesale Motor Vehicle Dealer,(407)978-3069,TAVARES,FL,1152641-1,State-licensed wholesale dealer - Sep 13 push
NWMA LLC,Wholesale Motor Vehicle Dealer,(941)786-0317,PUNTA GORDA,FL,1152635-1,State-licensed wholesale dealer - Sep 13 push
"OAK HILL SOURCING, LLC",Wholesale Motor Vehicle Dealer,(630)530-3955,TALLAHASSEE,FL,1135057-1,State-licensed wholesale dealer - Sep 13 push
OLD WESTERN FINANCE LLC,Wholesale Motor Vehicle Dealer,(813)475-1094,TAMPA,FL,1152818-1,State-licensed wholesale dealer - Sep 13 push
OMAUDO AUTOS LLC,Wholesale Motor Vehicle Dealer,(332)252-2623,FORT PIERCE,FL,1153458-1,State-licensed wholesale dealer - Sep 13 push
OP ENTERPRISES FLORIDA CORP,Wholesale Motor Vehicle Dealer,(787)457-7679,KISSIMMEE,FL,1151548-1,State-licensed wholesale dealer - Sep 13 push
ORLANDO AUTO BROKER LLC,Wholesale Motor Vehicle Dealer,(407)388-5858,ALTAMONTE SPRINGS,FL,1150347-1,State-licensed wholesale dealer - Sep 13 push
OSAMA JANABI,Wholesale Motor Vehicle Dealer,(850)304-3772,PENSACOLA,FL,1129889-1,State-licensed wholesale dealer - Sep 13 push
OTR WHOLESALE LLC,Wholesale Motor Vehicle Dealer,(913)749-2629,ALTAMONTE SPRINGS,FL,1152082-1,State-licensed wholesale dealer - Sep 13 push
PALM BCH ENTERPRISES LLC,Wholesale Motor Vehicle Dealer,(302)505-1058,DELRAY BEACH,FL,1153489-1,State-licensed wholesale dealer - Sep 13 push
PENA MOTORS LLC,Wholesale Motor Vehicle Dealer,(786)836-2594,OPA LOCKA,FL,1150651-1,State-licensed wholesale dealer - Sep 13 push
PJ DISTRIBUTOR &amp; TRANSPORT INC,Wholesale Motor Vehicle Dealer,(401)288-9808,PLANT CITY,FL,1150887-1,State-licensed wholesale dealer - Sep 13 push
PRECISION EXPORT LLC,Wholesale Motor Vehicle Dealer,(305)299-3635,DAVIE,FL,1148377-1,State-licensed wholesale dealer - Sep 13 push
PREMIER IMPORTS LLC,Wholesale Motor Vehicle Dealer,(561)609-9947,ORANGE CITY,FL,1151456-1,State-licensed wholesale dealer - Sep 13 push
PREMIUM WHEELS USA LLC,Wholesale Motor Vehicle Dealer,(416)616-0234,CORAL SPRINGS,FL,1137529-1,State-licensed wholesale dealer - Sep 13 push
PRESTIGE AUTO COLLISION ONE LLC,Wholesale Motor Vehicle Dealer,(646)599-4249,KISSIMMEE,FL,1153683-1,State-licensed wholesale dealer - Sep 13 push
PRO TR LLC,Wholesale Motor Vehicle Dealer,(312)721-9648,FORT MYERS,FL,1147099-1,State-licensed wholesale dealer - Sep 13 push
PURDY AUTO DIRECT CORP.,Wholesale Motor Vehicle Dealer,(954)451-2155,BOYNTON BEACH,FL,1148228-1,State-licensed wholesale dealer - Sep 13 push
"PVBE AUTO WHOLESALE, LLC",Wholesale Motor Vehicle Dealer,(786)400-8327,HIALEAH,FL,1153429-1,State-licensed wholesale dealer - Sep 13 push
"QUICK AUTO SERVICES AND SALES, CORP",Wholesale Motor Vehicle Dealer,(305)458-3522,OPA LOCKA,FL,1150929-1,State-licensed wholesale dealer - Sep 13 push
QUICK SHIFT CAPITAL LLC,Wholesale Motor Vehicle Dealer,(954)232-7747,BOCA RATON,FL,1140352-1,State-licensed wholesale dealer - Sep 13 push
R &amp; K BROTHERS INVESTMENT CORPORATION,Wholesale Motor Vehicle Dealer,(704)345-3386,ALTAMONTE SPRINGS,FL,1150814-1,State-licensed wholesale dealer - Sep 13 push
"R S ENTERPRISES, LLC",Wholesale Motor Vehicle Dealer,(786)768-9433,HOLLYWOOD,FL,1152552-1,State-licensed wholesale dealer - Sep 13 push
"R Y A INTERNATIONAL, LLC",Wholesale Motor Vehicle Dealer,(786)953-2990,MIAMI,FL,1152266-1,State-licensed wholesale dealer - Sep 13 push
